"rownames(HR_result)"	"beta"	"HR"	"HR_CI.95..CI.for.HR."	"Likelihood.test"	"p.value"
"7142"	"Q9H9T3"	"0.32"	"1.4"	" (0.95-2)"	"2.8"	"0.091"
"7143"	"Q9H9Y2"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.36"	"0.55"
"7144"	"Q9H9Y4"	"0.13"	"1.1"	" (0.73-1.8)"	"0.33"	"0.56"
"7145"	"Q9H9Y6"	"0.013"	"1"	" (0.7-1.5)"	"0.0048"	"0.95"
"7146"	"Q9HA47"	"-0.059"	"0.94"	" (0.62-1.4)"	"0.079"	"0.78"
"7147"	"Q9HA64"	"-0.067"	"0.93"	" (0.64-1.4)"	"0.13"	"0.72"
"7148"	"Q9HA65"	"-0.26"	"0.77"	" (0.53-1.1)"	"1.9"	"0.17"
"7149"	"Q9HA72"	"-0.1"	"0.9"	" (0.61-1.3)"	"0.25"	"0.62"
"7150"	"Q9HA77"	"0.03"	"1"	" (0.71-1.5)"	"0.026"	"0.87"
"7151"	"Q9HA82"	"-0.053"	"0.95"	" (0.65-1.4)"	"0.072"	"0.79"
"7152"	"Q9HAB8"	"0.058"	"1.1"	" (0.73-1.5)"	"0.095"	"0.76"
"7153"	"Q9HAC7"	"-0.0099"	"0.99"	" (0.66-1.5)"	"0.0022"	"0.96"
"7154"	"Q9HAC8"	"0.095"	"1.1"	" (0.7-1.7)"	"0.17"	"0.68"
"7155"	"Q9HAD4"	"0.6"	"1.8"	" (1.3-2.7)"	"10"	"0.0016"
"7156"	"Q9HAF1"	"-0.18"	"0.84"	" (0.57-1.2)"	"0.84"	"0.36"
"7157"	"Q9HAN9"	"-0.29"	"0.75"	" (0.52-1.1)"	"2.3"	"0.13"
"7158"	"Q9HAP2"	"0.13"	"1.1"	" (0.76-1.7)"	"0.4"	"0.53"
"7159"	"Q9HAS0"	"-0.019"	"0.98"	" (0.68-1.4)"	"0.01"	"0.92"
"7160"	"Q9HAT2"	"0.059"	"1.1"	" (0.73-1.5)"	"0.099"	"0.75"
"7161"	"Q9HAU0"	"-0.43"	"0.65"	" (0.45-0.95)"	"5"	"0.025"
"7162"	"Q9HAU5"	"-0.059"	"0.94"	" (0.65-1.4)"	"0.099"	"0.75"
"7163"	"Q9HAU8"	"0.36"	"1.4"	" (0.98-2.1)"	"3.4"	"0.065"
"7164"	"Q9HAV0"	"-0.1"	"0.9"	" (0.62-1.3)"	"0.31"	"0.58"
"7165"	"Q9HAV4"	"0.35"	"1.4"	" (0.98-2.1)"	"3.4"	"0.064"
"7166"	"Q9HAV7"	"0.032"	"1"	" (0.71-1.5)"	"0.028"	"0.87"
"7167"	"Q9HAW8"	"0.24"	"1.3"	" (0.85-1.9)"	"1.4"	"0.24"
"7168"	"Q9HB07"	"0.031"	"1"	" (0.71-1.5)"	"0.028"	"0.87"
"7169"	"Q9HB19"	"0.31"	"1.4"	" (0.94-2)"	"2.7"	"0.1"
"7170"	"Q9HB21"	"-0.085"	"0.92"	" (0.63-1.3)"	"0.2"	"0.65"
"7171"	"Q9HB40"	"0.26"	"1.3"	" (0.89-1.9)"	"1.9"	"0.17"
"7172"	"Q9HB58"	"0.31"	"1.4"	" (0.94-2)"	"2.6"	"0.11"
"7173"	"Q9HB63"	"-0.1"	"0.9"	" (0.6-1.4)"	"0.24"	"0.62"
"7174"	"Q9HB71"	"0.44"	"1.5"	" (1.1-2.2)"	"5.3"	"0.021"
"7175"	"Q9HB90"	"-0.094"	"0.91"	" (0.63-1.3)"	"0.25"	"0.62"
"7176"	"Q9HBA0"	"0.18"	"1.2"	" (0.78-1.8)"	"0.68"	"0.41"
"7177"	"Q9HBB8"	"0.19"	"1.2"	" (0.82-1.8)"	"0.94"	"0.33"
"7178"	"Q9HBE1"	"-0.17"	"0.84"	" (0.56-1.3)"	"0.63"	"0.43"
"7179"	"Q9HBF4"	"0.35"	"1.4"	" (0.98-2.1)"	"3.5"	"0.063"
"7180"	"Q9HBG6"	"-0.35"	"0.7"	" (0.48-1)"	"3.2"	"0.073"
"7181"	"Q9HBH0"	"0.22"	"1.2"	" (0.86-1.8)"	"1.4"	"0.24"
"7182"	"Q9HBH1"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.31"	"0.58"
"7183"	"Q9HBH5"	"-0.032"	"0.97"	" (0.67-1.4)"	"0.029"	"0.86"
"7184"	"Q9HBI0"	"0.51"	"1.7"	" (1.1-2.4)"	"7.1"	"0.0075"
"7185"	"Q9HBI1"	"0.19"	"1.2"	" (0.82-1.8)"	"0.91"	"0.34"
"7186"	"Q9HBI6"	"-0.02"	"0.98"	" (0.66-1.5)"	"0.01"	"0.92"
"7187"	"Q9HBK9"	"-0.34"	"0.71"	" (0.49-1)"	"3.2"	"0.076"
"7188"	"Q9HBL0"	"-0.27"	"0.76"	" (0.52-1.1)"	"2.1"	"0.15"
"7189"	"Q9HBL7"	"0.17"	"1.2"	" (0.82-1.7)"	"0.84"	"0.36"
"7190"	"Q9HBL8"	"-0.34"	"0.71"	" (0.49-1)"	"3.2"	"0.074"
"7191"	"Q9HBM0"	"0.21"	"1.2"	" (0.85-1.8)"	"1.3"	"0.26"
"7192"	"Q9HBR0"	"-0.17"	"0.84"	" (0.58-1.2)"	"0.82"	"0.36"
"7193"	"Q9HBU6"	"0.025"	"1"	" (0.71-1.5)"	"0.018"	"0.89"
"7194"	"Q9HC07"	"0.19"	"1.2"	" (0.83-1.7)"	"0.97"	"0.32"
"7195"	"Q9HC16"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.23"
"7196"	"Q9HC21"	"0.45"	"1.6"	" (1.1-2.3)"	"5.6"	"0.018"
"7197"	"Q9HC35"	"-0.017"	"0.98"	" (0.68-1.4)"	"0.0079"	"0.93"
"7198"	"Q9HC36"	"-0.41"	"0.66"	" (0.46-0.96)"	"4.7"	"0.031"
"7199"	"Q9HC38"	"-0.64"	"0.53"	" (0.36-0.77)"	"11"	"0.00079"
"7200"	"Q9HC52"	"-0.036"	"0.96"	" (0.66-1.4)"	"0.037"	"0.85"
"7201"	"Q9HC78"	"-0.084"	"0.92"	" (0.63-1.3)"	"0.2"	"0.66"
"7202"	"Q9HC84"	"0.56"	"1.7"	" (1.2-2.6)"	"8.5"	"0.0036"
"7203"	"Q9HC98"	"0.15"	"1.2"	" (0.79-1.7)"	"0.57"	"0.45"
"7204"	"Q9HCB6"	"-0.36"	"0.7"	" (0.48-1)"	"3.6"	"0.056"
"7205"	"Q9HCC0"	"-0.21"	"0.81"	" (0.56-1.2)"	"1.2"	"0.27"
"7206"	"Q9HCD5"	"-0.13"	"0.88"	" (0.6-1.3)"	"0.49"	"0.49"
"7207"	"Q9HCD6"	"0.57"	"1.8"	" (1.2-2.6)"	"9"	"0.0026"
"7208"	"Q9HCE0"	"0.015"	"1"	" (0.7-1.5)"	"0.0064"	"0.94"
"7209"	"Q9HCE1"	"0.3"	"1.4"	" (0.93-2)"	"2.5"	"0.11"
"7210"	"Q9HCE5"	"-0.061"	"0.94"	" (0.65-1.4)"	"0.1"	"0.75"
"7211"	"Q9HCE6"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.27"
"7212"	"Q9HCG7"	"0.13"	"1.1"	" (0.76-1.7)"	"0.39"	"0.53"
"7213"	"Q9HCG8"	"0.36"	"1.4"	" (0.99-2.1)"	"3.6"	"0.057"
"7214"	"Q9HCH0"	"0.054"	"1.1"	" (0.69-1.6)"	"0.063"	"0.8"
"7215"	"Q9HCH5"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.47"	"0.5"
"7216"	"Q9HCJ1"	"-0.064"	"0.94"	" (0.65-1.4)"	"0.12"	"0.73"
"7217"	"Q9HCJ3"	"-0.027"	"0.97"	" (0.65-1.5)"	"0.017"	"0.9"
"7218"	"Q9HCJ6"	"-0.31"	"0.73"	" (0.5-1.1)"	"2.7"	"0.1"
"7219"	"Q9HCK8"	"0.12"	"1.1"	" (0.78-1.6)"	"0.38"	"0.54"
"7220"	"Q9HCM4"	"-0.38"	"0.68"	" (0.47-0.99)"	"4.1"	"0.043"
"7221"	"Q9HCN4"	"-0.2"	"0.82"	" (0.56-1.2)"	"1"	"0.31"
"7222"	"Q9HCN8"	"-0.29"	"0.75"	" (0.52-1.1)"	"2.3"	"0.13"
"7223"	"Q9HCP0"	"0.17"	"1.2"	" (0.76-1.8)"	"0.55"	"0.46"
"7224"	"Q9HCS7"	"-0.096"	"0.91"	" (0.63-1.3)"	"0.26"	"0.61"
"7225"	"Q9HCU0"	"-0.18"	"0.84"	" (0.58-1.2)"	"0.89"	"0.34"
"7226"	"Q9HCU5"	"0.17"	"1.2"	" (0.82-1.7)"	"0.8"	"0.37"
"7227"	"Q9HCU8"	"-0.082"	"0.92"	" (0.62-1.4)"	"0.16"	"0.69"
"7228"	"Q9HCU9"	"0.04"	"1"	" (0.66-1.6)"	"0.03"	"0.86"
"7229"	"Q9HCY8"	"0.54"	"1.7"	" (1.2-2.5)"	"8"	"0.0046"
"7230"	"Q9HD15"	"-0.011"	"0.99"	" (0.68-1.4)"	"0.0036"	"0.95"
"7231"	"Q9HD20"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.53"	"0.47"
"7232"	"Q9HD23"	"-0.27"	"0.76"	" (0.5-1.2)"	"1.6"	"0.21"
"7233"	"Q9HD26"	"-0.059"	"0.94"	" (0.65-1.4)"	"0.098"	"0.75"
"7234"	"Q9HD33"	"0.018"	"1"	" (0.7-1.5)"	"0.0089"	"0.92"
"7235"	"Q9HD34"	"-0.029"	"0.97"	" (0.67-1.4)"	"0.023"	"0.88"
"7236"	"Q9HD40"	"-0.36"	"0.7"	" (0.48-1)"	"3.5"	"0.06"
"7237"	"Q9HD42"	"0.1"	"1.1"	" (0.77-1.6)"	"0.3"	"0.58"
"7238"	"Q9HD43"	"0.15"	"1.2"	" (0.74-1.8)"	"0.43"	"0.51"
"7239"	"Q9HD45"	"-0.1"	"0.9"	" (0.62-1.3)"	"0.3"	"0.58"
"7240"	"Q9HD47"	"0.09"	"1.1"	" (0.71-1.7)"	"0.16"	"0.69"
"7241"	"Q9HD67"	"-0.0053"	"0.99"	" (0.68-1.5)"	"0.00074"	"0.98"
"7242"	"Q9HD89"	"0.39"	"1.5"	" (1-2.1)"	"4.2"	"0.041"
"7243"	"Q9HDC9"	"0.3"	"1.3"	" (0.93-1.9)"	"2.4"	"0.12"
"7244"	"Q9NNW5"	"0.075"	"1.1"	" (0.73-1.6)"	"0.14"	"0.71"
"7245"	"Q9NNW7"	"-0.3"	"0.74"	" (0.51-1.1)"	"2.5"	"0.12"
"7246"	"Q9NNX1"	"0.27"	"1.3"	" (0.89-1.9)"	"1.8"	"0.17"
"7247"	"Q9NNX6"	"-0.044"	"0.96"	" (0.64-1.4)"	"0.046"	"0.83"
"7248"	"Q9NP58"	"-0.039"	"0.96"	" (0.66-1.4)"	"0.043"	"0.84"
"7249"	"Q9NP59"	"0.13"	"1.1"	" (0.77-1.7)"	"0.44"	"0.51"
"7250"	"Q9NP61"	"0.17"	"1.2"	" (0.81-1.7)"	"0.77"	"0.38"
"7251"	"Q9NP64"	"0.15"	"1.2"	" (0.76-1.8)"	"0.46"	"0.5"
"7252"	"Q9NP66"	"0.3"	"1.3"	" (0.93-2)"	"2.5"	"0.12"
"7253"	"Q9NP72"	"0.06"	"1.1"	" (0.73-1.5)"	"0.1"	"0.75"
"7254"	"Q9NP73"	"0.1"	"1.1"	" (0.76-1.6)"	"0.28"	"0.6"
"7255"	"Q9NP74"	"-0.023"	"0.98"	" (0.67-1.4)"	"0.014"	"0.91"
"7256"	"Q9NP77"	"0.24"	"1.3"	" (0.88-1.8)"	"1.6"	"0.2"
"7257"	"Q9NP79"	"-0.0068"	"0.99"	" (0.69-1.4)"	"0.0013"	"0.97"
"7258"	"Q9NP80"	"0.27"	"1.3"	" (0.91-1.9)"	"2.1"	"0.15"
"7259"	"Q9NP81"	"-0.3"	"0.74"	" (0.51-1.1)"	"2.5"	"0.11"
"7260"	"Q9NP92"	"-0.0044"	"1"	" (0.69-1.4)"	"0.00053"	"0.98"
"7261"	"Q9NP97"	"0.1"	"1.1"	" (0.77-1.6)"	"0.3"	"0.58"
"7262"	"Q9NPA0"	"0.053"	"1.1"	" (0.73-1.5)"	"0.077"	"0.78"
"7263"	"Q9NPA8"	"0.23"	"1.3"	" (0.86-1.8)"	"1.4"	"0.23"
"7264"	"Q9NPB8"	"0.12"	"1.1"	" (0.78-1.6)"	"0.4"	"0.53"
"7265"	"Q9NPD3"	"0.15"	"1.2"	" (0.8-1.7)"	"0.62"	"0.43"
"7266"	"Q9NPE3"	"0.084"	"1.1"	" (0.75-1.6)"	"0.2"	"0.66"
"7267"	"Q9NPF2"	"0.45"	"1.6"	" (1-2.4)"	"4.2"	"0.04"
"7268"	"Q9NPF4"	"-0.074"	"0.93"	" (0.64-1.3)"	"0.15"	"0.7"
"7269"	"Q9NPF5"	"-0.19"	"0.83"	" (0.57-1.2)"	"1"	"0.32"
"7270"	"Q9NPF8"	"0.093"	"1.1"	" (0.76-1.6)"	"0.24"	"0.62"
"7271"	"Q9NPG3"	"0.27"	"1.3"	" (0.88-2)"	"1.7"	"0.19"
"7272"	"Q9NPH0"	"0.071"	"1.1"	" (0.74-1.6)"	"0.14"	"0.71"
"7273"	"Q9NPH2"	"-0.48"	"0.62"	" (0.42-0.9)"	"6.4"	"0.011"
"7274"	"Q9NPH3"	"0.67"	"2"	" (1.3-2.9)"	"12"	"0.00042"
"7275"	"Q9NPI1"	"-0.31"	"0.73"	" (0.49-1.1)"	"2.4"	"0.12"
"7276"	"Q9NPI6"	"-0.053"	"0.95"	" (0.65-1.4)"	"0.079"	"0.78"
"7277"	"Q9NPJ3"	"-0.19"	"0.82"	" (0.57-1.2)"	"1"	"0.31"
"7278"	"Q9NPJ6"	"-0.19"	"0.82"	" (0.57-1.2)"	"1.1"	"0.3"
"7279"	"Q9NPL8"	"0.062"	"1.1"	" (0.73-1.5)"	"0.11"	"0.74"
"7280"	"Q9NPP4"	"0.55"	"1.7"	" (1.2-2.5)"	"8.4"	"0.0038"
"7281"	"Q9NPQ8"	"0.25"	"1.3"	" (0.88-1.9)"	"1.7"	"0.19"
"7282"	"Q9NPR2"	"0.48"	"1.6"	" (1.1-2.4)"	"6.4"	"0.011"
"7283"	"Q9NPR9"	"-0.51"	"0.6"	" (0.41-0.88)"	"7.1"	"0.0078"
"7284"	"Q9NPY3"	"0.11"	"1.1"	" (0.77-1.6)"	"0.34"	"0.56"
"7285"	"Q9NQ11"	"0.085"	"1.1"	" (0.74-1.6)"	"0.18"	"0.67"
"7286"	"Q9NQ29"	"0.29"	"1.3"	" (0.89-2)"	"1.9"	"0.17"
"7287"	"Q9NQ34"	"-0.11"	"0.89"	" (0.6-1.3)"	"0.32"	"0.57"
"7288"	"Q9NQ48"	"-0.47"	"0.63"	" (0.43-0.91)"	"6"	"0.014"
"7289"	"Q9NQ50"	"-0.048"	"0.95"	" (0.66-1.4)"	"0.063"	"0.8"
"7290"	"Q9NQ55"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.29"
"7291"	"Q9NQ66"	"0.027"	"1"	" (0.7-1.5)"	"0.019"	"0.89"
"7292"	"Q9NQ79"	"-0.35"	"0.7"	" (0.49-1)"	"3.4"	"0.064"
"7293"	"Q9NQ84"	"0.0069"	"1"	" (0.69-1.5)"	"0.0013"	"0.97"
"7294"	"Q9NQ88"	"0.19"	"1.2"	" (0.84-1.8)"	"1"	"0.31"
"7295"	"Q9NQ89"	"-0.18"	"0.84"	" (0.58-1.2)"	"0.9"	"0.34"
"7296"	"Q9NQ94"	"-0.25"	"0.78"	" (0.53-1.1)"	"1.7"	"0.2"
"7297"	"Q9NQC3"	"0.31"	"1.4"	" (0.94-2)"	"2.7"	"0.1"
"7298"	"Q9NQC7"	"-0.077"	"0.93"	" (0.64-1.3)"	"0.16"	"0.69"
"7299"	"Q9NQC8"	"-0.085"	"0.92"	" (0.62-1.4)"	"0.18"	"0.67"
"7300"	"Q9NQE9"	"-0.2"	"0.82"	" (0.57-1.2)"	"1.1"	"0.3"
"7301"	"Q9NQG1"	"-0.21"	"0.81"	" (0.54-1.2)"	"1.1"	"0.3"
"7302"	"Q9NQG5"	"-0.18"	"0.83"	" (0.57-1.2)"	"0.94"	"0.33"
"7303"	"Q9NQG6"	"-0.13"	"0.88"	" (0.59-1.3)"	"0.42"	"0.52"
"7304"	"Q9NQH7"	"-0.12"	"0.88"	" (0.61-1.3)"	"0.43"	"0.51"
"7305"	"Q9NQP4"	"0.026"	"1"	" (0.71-1.5)"	"0.018"	"0.89"
"7306"	"Q9NQR4"	"-0.23"	"0.8"	" (0.55-1.2)"	"1.4"	"0.23"
"7307"	"Q9NQS1"	"0.062"	"1.1"	" (0.73-1.5)"	"0.11"	"0.74"
"7308"	"Q9NQS3"	"-0.38"	"0.68"	" (0.44-1.1)"	"2.9"	"0.091"
"7309"	"Q9NQT4"	"-0.084"	"0.92"	" (0.63-1.3)"	"0.2"	"0.66"
"7310"	"Q9NQT5"	"0.12"	"1.1"	" (0.78-1.6)"	"0.41"	"0.52"
"7311"	"Q9NQT8"	"-0.17"	"0.84"	" (0.58-1.2)"	"0.85"	"0.36"
"7312"	"Q9NQV6"	"0.11"	"1.1"	" (0.72-1.7)"	"0.23"	"0.63"
"7313"	"Q9NQV8"	"-0.0045"	"1"	" (0.68-1.5)"	"0.00052"	"0.98"
"7314"	"Q9NQW7"	"0.037"	"1"	" (0.72-1.5)"	"0.037"	"0.85"
"7315"	"Q9NQX3"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.3"	"0.25"
"7316"	"Q9NQX4"	"-0.19"	"0.83"	" (0.57-1.2)"	"0.97"	"0.33"
"7317"	"Q9NQX5"	"-0.58"	"0.56"	" (0.38-0.83)"	"8.5"	"0.0035"
"7318"	"Q9NQX7"	"0.087"	"1.1"	" (0.74-1.6)"	"0.2"	"0.66"
"7319"	"Q9NQY0"	"-0.18"	"0.84"	" (0.58-1.2)"	"0.87"	"0.35"
"7320"	"Q9NQZ2"	"0.32"	"1.4"	" (0.95-2)"	"2.9"	"0.086"
"7321"	"Q9NQZ5"	"0.13"	"1.1"	" (0.78-1.7)"	"0.47"	"0.49"
"7322"	"Q9NR09"	"0.35"	"1.4"	" (0.97-2)"	"3.3"	"0.069"
"7323"	"Q9NR12"	"-0.12"	"0.89"	" (0.61-1.3)"	"0.37"	"0.54"
"7324"	"Q9NR16"	"0.055"	"1.1"	" (0.68-1.6)"	"0.059"	"0.81"
"7325"	"Q9NR19"	"-0.35"	"0.7"	" (0.48-1)"	"3.4"	"0.064"
"7326"	"Q9NR28"	"0.07"	"1.1"	" (0.74-1.6)"	"0.14"	"0.71"
"7327"	"Q9NR30"	"0.21"	"1.2"	" (0.85-1.8)"	"1.3"	"0.26"
"7328"	"Q9NR31"	"0.055"	"1.1"	" (0.73-1.5)"	"0.085"	"0.77"
"7329"	"Q9NR34"	"-0.44"	"0.64"	" (0.44-0.94)"	"5.2"	"0.023"
"7330"	"Q9NR45"	"-0.2"	"0.82"	" (0.57-1.2)"	"1.1"	"0.3"
"7331"	"Q9NR46"	"-0.095"	"0.91"	" (0.63-1.3)"	"0.25"	"0.61"
"7332"	"Q9NR50"	"0.074"	"1.1"	" (0.74-1.6)"	"0.15"	"0.7"
"7333"	"Q9NR56"	"0.0074"	"1"	" (0.7-1.5)"	"0.0015"	"0.97"
"7334"	"Q9NR77"	"0.27"	"1.3"	" (0.87-2)"	"1.7"	"0.2"
"7335"	"Q9NR99"	"0.46"	"1.6"	" (1.1-2.3)"	"6"	"0.015"
"7336"	"Q9NRA0"	"-0.024"	"0.98"	" (0.64-1.5)"	"0.012"	"0.91"
"7337"	"Q9NRA1"	"0.15"	"1.2"	" (0.78-1.8)"	"0.54"	"0.46"
"7338"	"Q9NRA2"	"0.17"	"1.2"	" (0.81-1.7)"	"0.77"	"0.38"
"7339"	"Q9NRA8"	"-0.02"	"0.98"	" (0.68-1.4)"	"0.011"	"0.92"
"7340"	"Q9NRB3"	"-0.049"	"0.95"	" (0.64-1.4)"	"0.06"	"0.81"
"7341"	"Q9NRC1"	"0.048"	"1"	" (0.71-1.6)"	"0.057"	"0.81"
"7342"	"Q9NRD1"	"0.16"	"1.2"	" (0.78-1.7)"	"0.59"	"0.44"
"7343"	"Q9NRD5"	"-0.15"	"0.86"	" (0.59-1.2)"	"0.62"	"0.43"
"7344"	"Q9NRD8"	"0.53"	"1.7"	" (1.2-2.5)"	"7.7"	"0.0055"
"7345"	"Q9NRF2"	"-0.43"	"0.65"	" (0.44-0.96)"	"4.7"	"0.03"
"7346"	"Q9NRF8"	"-0.27"	"0.76"	" (0.53-1.1)"	"2"	"0.16"
"7347"	"Q9NRF9"	"-0.2"	"0.82"	" (0.53-1.3)"	"0.81"	"0.37"
"7348"	"Q9NRG0"	"0.25"	"1.3"	" (0.83-2)"	"1.2"	"0.27"
"7349"	"Q9NRG1"	"-0.007"	"0.99"	" (0.69-1.4)"	"0.0014"	"0.97"
"7350"	"Q9NRG4"	"0.084"	"1.1"	" (0.74-1.6)"	"0.19"	"0.67"
"7351"	"Q9NRG7"	"-0.4"	"0.67"	" (0.46-0.97)"	"4.5"	"0.035"
"7352"	"Q9NRG9"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.3"
"7353"	"Q9NRH2"	"-0.0061"	"0.99"	" (0.67-1.5)"	"9e-04"	"0.98"
"7354"	"Q9NRJ3"	"-0.31"	"0.73"	" (0.48-1.1)"	"2.2"	"0.14"
"7355"	"Q9NRK6"	"0.26"	"1.3"	" (0.89-1.9)"	"1.9"	"0.17"
"7356"	"Q9NRL2"	"0.48"	"1.6"	" (1.1-2.3)"	"6.3"	"0.012"
"7357"	"Q9NRL3"	"-0.093"	"0.91"	" (0.63-1.3)"	"0.24"	"0.62"
"7358"	"Q9NRN5"	"-0.41"	"0.66"	" (0.46-0.96)"	"4.7"	"0.031"
"7359"	"Q9NRN7"	"0.39"	"1.5"	" (1-2.1)"	"4.2"	"0.041"
"7360"	"Q9NRN9"	"-0.034"	"0.97"	" (0.66-1.4)"	"0.031"	"0.86"
"7361"	"Q9NRP0"	"0.19"	"1.2"	" (0.84-1.8)"	"1"	"0.31"
"7362"	"Q9NRP2"	"-0.11"	"0.9"	" (0.61-1.3)"	"0.3"	"0.59"
"7363"	"Q9NRQ2"	"-0.47"	"0.63"	" (0.43-0.91)"	"6"	"0.014"
"7364"	"Q9NRR5"	"0.19"	"1.2"	" (0.83-1.7)"	"0.98"	"0.32"
"7365"	"Q9NRS4"	"0.4"	"1.5"	" (1-2.2)"	"4.4"	"0.035"
"7366"	"Q9NRS6"	"0.0081"	"1"	" (0.7-1.5)"	"0.0018"	"0.97"
"7367"	"Q9NRV9"	"0.03"	"1"	" (0.71-1.5)"	"0.025"	"0.87"
"7368"	"Q9NRW1"	"-0.13"	"0.88"	" (0.58-1.3)"	"0.35"	"0.55"
"7369"	"Q9NRW3"	"0.018"	"1"	" (0.7-1.5)"	"0.0086"	"0.93"
"7370"	"Q9NRW4"	"-0.14"	"0.87"	" (0.57-1.3)"	"0.44"	"0.51"
"7371"	"Q9NRW7"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.36"	"0.55"
"7372"	"Q9NRX1"	"0.14"	"1.2"	" (0.78-1.7)"	"0.53"	"0.47"
"7373"	"Q9NRX2"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.54"	"0.46"
"7374"	"Q9NRX3"	"-0.29"	"0.75"	" (0.52-1.1)"	"2.3"	"0.13"
"7375"	"Q9NRX4"	"-0.51"	"0.6"	" (0.41-0.88)"	"7"	"0.008"
"7376"	"Q9NRX5"	"0.16"	"1.2"	" (0.81-1.7)"	"0.72"	"0.4"
"7377"	"Q9NRY4"	"0.11"	"1.1"	" (0.77-1.6)"	"0.34"	"0.56"
"7378"	"Q9NRY5"	"0.075"	"1.1"	" (0.74-1.6)"	"0.16"	"0.69"
"7379"	"Q9NRY6"	"-0.4"	"0.67"	" (0.46-0.98)"	"4.4"	"0.037"
"7380"	"Q9NRZ5"	"0.25"	"1.3"	" (0.89-1.9)"	"1.8"	"0.18"
"7381"	"Q9NRZ7"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.35"	"0.56"
"7382"	"Q9NS00"	"0.034"	"1"	" (0.71-1.5)"	"0.033"	"0.86"
"7383"	"Q9NS15"	"0.036"	"1"	" (0.72-1.5)"	"0.035"	"0.85"
"7384"	"Q9NS69"	"0.18"	"1.2"	" (0.83-1.7)"	"0.9"	"0.34"
"7385"	"Q9NS86"	"-0.12"	"0.89"	" (0.61-1.3)"	"0.39"	"0.53"
"7386"	"Q9NS93"	"0.0039"	"1"	" (0.69-1.5)"	"0.00042"	"0.98"
"7387"	"Q9NSA3"	"0.059"	"1.1"	" (0.71-1.6)"	"0.086"	"0.77"
"7388"	"Q9NSB4"	"0.043"	"1"	" (0.68-1.6)"	"0.038"	"0.85"
"7389"	"Q9NSC5"	"0.08"	"1.1"	" (0.75-1.6)"	"0.18"	"0.67"
"7390"	"Q9NSC7"	"-0.18"	"0.83"	" (0.57-1.2)"	"0.87"	"0.35"
"7391"	"Q9NSD9"	"-0.067"	"0.94"	" (0.65-1.4)"	"0.12"	"0.72"
"7392"	"Q9NSE4"	"-0.078"	"0.93"	" (0.64-1.3)"	"0.17"	"0.68"
"7393"	"Q9NSI2"	"0.36"	"1.4"	" (0.97-2.1)"	"3.3"	"0.071"
"7394"	"Q9NSI8"	"0.46"	"1.6"	" (1.1-2.4)"	"5.1"	"0.023"
"7395"	"Q9NSK0"	"-0.48"	"0.62"	" (0.43-0.9)"	"6.4"	"0.011"
"7396"	"Q9NSK7"	"-0.035"	"0.97"	" (0.65-1.4)"	"0.03"	"0.86"
"7397"	"Q9NSU2"	"-0.057"	"0.94"	" (0.65-1.4)"	"0.091"	"0.76"
"7398"	"Q9NSY0"	"-0.28"	"0.76"	" (0.52-1.1)"	"2.2"	"0.14"
"7399"	"Q9NSY1"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.58"	"0.44"
"7400"	"Q9NSY2"	"0.22"	"1.2"	" (0.8-1.9)"	"0.94"	"0.33"
"7401"	"Q9NT62"	"0.42"	"1.5"	" (1-2.2)"	"4.8"	"0.028"
"7402"	"Q9NTG7"	"-0.39"	"0.68"	" (0.47-0.98)"	"4.2"	"0.04"
"7403"	"Q9NTI5"	"0.12"	"1.1"	" (0.77-1.6)"	"0.37"	"0.54"
"7404"	"Q9NTJ3"	"0.44"	"1.6"	" (1.1-2.3)"	"5.4"	"0.02"
"7405"	"Q9NTJ4"	"-0.083"	"0.92"	" (0.63-1.3)"	"0.19"	"0.66"
"7406"	"Q9NTJ5"	"0.13"	"1.1"	" (0.78-1.7)"	"0.47"	"0.49"
"7407"	"Q9NTK5"	"0.28"	"1.3"	" (0.92-1.9)"	"2.2"	"0.13"
"7408"	"Q9NTM9"	"0.33"	"1.4"	" (0.95-2)"	"3"	"0.086"
"7409"	"Q9NTN3"	"-0.19"	"0.82"	" (0.53-1.3)"	"0.74"	"0.39"
"7410"	"Q9NTX5"	"-0.15"	"0.86"	" (0.59-1.2)"	"0.63"	"0.43"
"7411"	"Q9NTZ6"	"0.12"	"1.1"	" (0.78-1.6)"	"0.4"	"0.52"
"7412"	"Q9NU19"	"-0.17"	"0.84"	" (0.57-1.2)"	"0.75"	"0.39"
"7413"	"Q9NU22"	"0.086"	"1.1"	" (0.75-1.6)"	"0.21"	"0.65"
"7414"	"Q9NUB1"	"-0.37"	"0.69"	" (0.47-1)"	"3.9"	"0.049"
